x y
0.0 0.0
0.0 2.5
-0.5 0.7
0.434458313216 -0.174388939138
-1.39246835172 1.68604918184
-1.20951701728 -0.251210927938
-0.682535966207 0.34402795879
-0.646687846447 -1.03260146768
-1.55310262153 -1.74645388419
0.34533247724 -0.419062154388
-0.61326387584 -1.17779227527
0.879381114009 0.313203249502
-0.0430881514271 -0.337879094392
0.0739775862568 1.1130128437
0.712838351123 1.72982607462
-0.467355021079 0.20123744347
-0.733722497202 2.09848387786
-0.779131037964 1.74658115907
0.831330253195 0.189742096141
1.56934349078 1.01343734688
1.49787810294 1.02755797753
2.17505108407 0.313518716301
2.69866564907 0.850799316886
2.01745721695 1.45201313008
2.63754816772 2.09986653163
3.39710475209 1.12777000873
3.25973792573 1.15346373842
3.94207903321 0.268731733214
4.91169918487 -0.46985451264
3.22040312992 0.781492846917
4.0979382047 1.55827955207
4.75575945645 0.654764496198
3.14450455602 2.33337704815
2.58085181326 1.72697129355
2.4227243124 3.1378471414
3.84186042999 3.28491747912
2.45373300561 1.81724665546
3.07374766202 2.70967433871
1.83123613598 2.67033544178
3.05907213159 1.13917069718
1.55012240794 0.864532050423
2.05223459226 1.47342957676
2.733054809 0.812200714652
2.07587681846 1.56648606023
1.55352461724 0.910672325575
0.708897602768 0.319591319549
2.33901747068 0.123678383323
0.691775032608 1.4222676796
2.21091252559 1.43004886341
2.80829631484 0.555533208605
3.49983084197 1.24714139205
2.79572133063 0.503619651716
3.73525320114 -0.349786988239
3.49540418264 1.40208158018
2.86450641939 2.18976855891
4.24985937437 1.94800273038
3.50435984982 2.82551065537
3.30226158474 2.79566659241
4.13919339674 2.00552408786
2.41300172423 2.15707271487
2.61986049642 3.56554500722
3.21479605878 4.14586174163
1.62260650245 2.95142497238
3.59911237683 4.09395959613
1.9169104302 2.94858714325
3.39196052269 3.04094674467
1.80032959324 2.63697700588
1.84285592244 4.21507337297
2.74513843723 3.52161892059
1.92076695639 2.53273151959
3.53729365792 4.32370177715
3.35286525106 4.46001919685
3.29291818547 4.38686218878
4.06774401149 5.26623653873
2.42788605972 3.64823899621
4.22222287914 5.32907099525
4.11342180028 5.05413068933
3.97020289305 3.83358773665
3.94915732896 5.27238895685
2.47705406869 5.26187154351
4.26611535261 3.61794174874
2.41292582698 4.95068801733
4.03098390745 5.23711970787
4.07626324886 5.10429314691
2.62085917353 3.52226101246
