0,0,-0.4456869647,0.1299803235,-0.5287002725,-0.2920187281,-0.7793872131,-0.021757894,0.4245186878,-0.1939974678
0,0,-0.4597697474,0.2245570178,-0.4593255801,-0.1360421389,-0.7901848651,0.0072825159,0.4123906441,0.2104065305
0,0,-0.4840068456,0.1604091521,-0.5329950714,-0.2356256238,-0.8326123501,-0.0090089193,0.4238029274,-0.0692573544
0,0,-0.3800132486,0.1137016543,-0.7228208737,-0.3067513838,-0.8104208987,0.0450375804,0.3906527052,-0.2988520789
0,0,-0.5764819314,0.2334168571,-0.3941483196,-0.1944561558,-0.7247270674,-0.0855664909,0.4022412927,-0.3183958612
0,0,-0.3601453048,0.1404656102,-0.7370931925,-0.2546673967,-0.9275109115,0.0574081804,0.4379035163,-0.1069663382
0,0,-0.783901198,0.0663439659,-0.676233276,-0.307972372,-0.3969426562,-0.0004831139,0.4203591165,-0.1063910741
0,0,-0.5960929339,-0.1022354959,-0.5325770267,0.188885698,-0.2964433662,-0.0811778029,0.4219313242,-0.0802005064
0,0,-0.3948809056,0.1204077808,-0.6032437991,-0.2951162715,-0.8447834495,-0.0199929362,0.3522227361,-0.3337311312
0,0,-0.3511201016,-0.0970279589,-0.7547871804,-0.1472742235,-0.5049339285,0.1702921748,0.4228137892,-0.0068837262
0,0,-0.4513996905,0.1525848439,-0.4449104791,-0.2531380025,-0.7612103257,-0.0520647105,0.3685601472,-0.3157825456
0,0,-0.4839840898,0.1588062929,-0.5410409964,-0.2354322426,-0.840017291,-0.0076065829,0.4058769814,-0.2039815353
0,0,-0.4862367475,0.0825879822,-0.6535084342,-0.3593039109,-0.7906716934,-0.0188158726,0.3685155224,-0.3275166012
0,0,-0.3417891688,0.1464699775,-0.6832002135,-0.2315151131,-0.9400378717,0.0255257116,0.4291226104,0.0355147165
0,0,-0.3890754738,0.1124980369,-0.7072205949,-0.3339762937,-0.8455131413,0.00424131,0.4390998963,-0.1088712232
0,0,-0.5152956551,0.1818014394,-0.5349237467,-0.2213103857,-0.8425743689,-0.0013131673,0.4423750403,-0.151028939
0,0,-0.7206693754,-0.240722011,-0.7157641552,0.0631123901,-0.4031763782,-0.0827553863,0.4229415443,-0.2204907804
0,0,-0.7974487054,0.1274821742,-0.4437119172,-0.0600024827,-0.6713583201,-0.2078426143,0.4365494807,-0.0185858707
0,0,-0.2754078215,0.1975765963,-0.6674081332,-0.2677827382,-0.6548459297,0.08622405,0.4164926886,0.0768271014
0,0,-0.7774709703,0.1248864013,-0.2957884697,-0.1610142916,-0.6412406007,-0.1972635901,0.4149449647,-0.1950983836
0,0,-0.3152607936,-0.0588299285,-0.7731316832,-0.2036942365,-0.5511251014,0.1349038214,0.3731958976,-0.3241904261
0,0,-0.7964724576,0.1053368624,-0.5124684125,-0.0802987173,-0.4299995245,-0.3638447006,0.381180608,-0.3358851966
0,0,-0.5127395226,-0.4444680113,-0.7558605669,0.0439909411,-0.5739428982,-0.1726297842,0.4508586332,-0.2136225628
0,0,-0.3659137947,0.1649075495,-0.6490984883,0.0474641025,-0.5852918511,-0.2667698974,0.4169808833,-0.0802057874
0,0,-0.6147284502,-0.1871466059,-0.3420488807,0.0144073361,-0.6916384093,0.1300918492,0.4063176778,-0.1698903721
0,0,-0.7462770796,-0.0730770055,-0.6089647791,0.2024831942,-0.4440248713,-0.1305577737,0.3521604342,-0.3276027717
0,0,-0.266211736,0.2110455517,-0.7819444588,-0.2173707011,-0.6083524412,0.1091479097,0.4158386587,-0.157930312
0,0,-0.3093614538,0.1895098989,-0.4768248983,-0.1940767549,-0.6956060547,0.0714963246,0.4136974544,0.0746875921
0,0,-0.5520624809,0.15826983,-0.4456595666,-0.228930434,-0.8728761699,-0.0333532181,0.4320402079,-0.2432411819
0,0,-0.4295366967,0.1197220699,-0.6105190111,-0.2744586743,-0.9234363487,-0.1018227457,0.4239655782,-0.0605408925
0,0,-0.2951753433,0.1851778784,-0.7453943701,-0.2544338573,-0.6371010055,0.0954203076,0.4357479783,-0.1614081449
0,0,-0.3134926563,0.1585780707,-0.6906888093,-0.2671539821,-0.7402029267,0.0850786816,0.4213813198,-0.1577503853
0,0,-0.3057520826,0.1627430207,-0.6812290438,-0.2881969171,-0.7882131937,0.039517462,0.4373586015,0.1664943042
0,0,-0.5033922519,-0.2192715909,-0.7369033176,-0.1750652617,-0.5293942156,0.1316138243,0.4145115337,-0.1201394455
0,0,-0.3095011881,0.1649143662,-0.7147235211,-0.2667059997,-0.8635465776,0.0680865094,0.3811045131,-0.349213191
