"rollback","rand_seed","modi_param","vari","modi_start","recog_time","version","l.x","l.y","f1.x","f1.y","f2.x","f2.y","f3.x","f3.y","1stO.x","1stO.y","3rdO.x","3rdO.y","2ndO.x","2ndO.y","l_g.x","l_g.y","f1_g.x","f1_g.y","f2_g.x","f2_g.y","f3_g.x","f3_g.y","crash","who","with","when","trapped","data_raw_preproc_1$modi_start","new_l.x","new_l.y","new_f1.x","new_f1.y","new_f2.x","new_f2.y","new_f3.x","new_f3.y"
220,1,"a",0.2,105,436,2,-1.711555579,-2.076965927,-1.91836524003511,-1.99455555309669,-2.4021897680103,-2.03287739486317,-2.44423818885606,-1.88490277924139,23.85,2.05,-1.44,-1.85,-2.05,2.1,-1.713894076,-2.084634446,-1.494634568,-1.879877839,-1.781588745,-1.792371838,-1.562329237,-1.587615232,TRUE,"f1","1stO",70,"f2","[105]",-0.271555579,-0.226965927,-0.180059772,0.424038613,0.383153527,2.518575064,-0.143603833,0.218225358
220,2,"a",0.2,77,395,2,-1.120499047,-1.663459598,-1.3017918443309,-1.03397889606513,-1.52732078699089,-1.74297345949426,-1.63289282639176,-1.5409615913976,21.39,2.05,-0.866,-1.85,-2.05,1.69,-0.672666763,-1.609459462,-0.948563056,-1.491640806,-0.912648859,-1.789483332,-1.188545151,-1.671664676,FALSE,"null","null",395,"f2","[77]",-0.254499047,0.186540402,-0.732666295,0.0201959309999999,-0.058742477,2.061809825,-0.146131184,-0.217114917
220,5,"a",0.2,91,346,2,-0.410555402,-1.603271135,-0.785880993589138,-1.72317951877991,-0.998698917074327,-1.29964690563414,-1.06849754971611,-1.9308880703493,18.45,2.05,-0.18,-1.85,-2.05,1.2,-0.408052545,-1.608332272,-0.388763534,-1.308953024,-0.657678073,-1.441937874,-0.638389062,-1.142558626,FALSE,"null","null",346,"f2","[91]",-0.230555402,0.246728865,-1.197371791,-0.083731961,-0.764272162,2.00819356,-0.506341041,0.164661326
220,8,"a",0.2,60,389,2,-1.064032979,-1.88477294,-1.28892003321402,-1.86946448146004,-1.40691002652693,-2.17625403709145,-1.34521441025575,-1.61308663391124,21.03,2.05,-0.782,-1.85,-2.05,1.63,-0.544985765,-1.86352332,-0.810711744,-1.724276401,-0.798440123,-2.024025309,-1.064166102,-1.88477839,FALSE,"null","null",389,"f2","[60]",-0.282032979,-0.0347729399999999,-0.014306486,-0.221086928,-0.102704394,2.275106434,-0.232133184,0.0120938509999999
220,10,"a",0.2,73,404,2,-1.252386864,-1.73148155,-1.46647340987901,-1.4408048837702,-1.9107988953739,-1.50723769331546,-1.87564306829465,-2.17056868702751,21.93,2.05,-0.992,-1.85,-2.05,1.78,-0.716383626,-1.754876834,-0.969403198,-1.593690307,-0.982485039,-1.893404948,-1.235504611,-1.732218421,FALSE,"null","null",404,"f2","[73]",-0.260386864,0.11851845,0.277865755,0.175364901,0.06579935,2.128851553,-0.313941945,0.000401891000000099
220,14,"a",0.2,92,321,2,-0.124944005,-1.673179747,-0.369412499270399,-1.18229289029471,-0.51231743241195,-1.2931489636967,-0.397927139635213,-1.69987537591199,16.95,2.05,0.17,-1.85,-2.05,0.95,0.147501439,-1.646962581,-0.125479546,-1.522538379,-0.096743573,-1.821158948,-0.369724558,-1.696734746,FALSE,"null","null",321,"null","[92]",-0.294944005,0.176820253,-1.159536527,-0.010391069,-0.382428788,-0.258905782,-0.503875155,-0.004959092
220,17,"a",0.2,63,389,2,-1.057989286,-2.039779852,-1.6547217664068,-2.02847993636324,-1.30954778398785,-1.65465106877249,-1.72582101112881,-2.35873073837974,21.03,2.05,-0.782,-1.85,-2.05,1.63,-1.045737538,-2.049070147,-1.162125269,-1.772567171,-1.343390005,-2.011613391,-1.459777737,-1.735110415,TRUE,"f2","1stO",59,"f2","[63]",-0.275989286,-0.189779852,-0.208023983,0.212600496,-0.231408973,2.469336446,-0.594325547,0.139028617
220,19,"a",0.2,56,385,2,-1.018597639,-1.841133455,-1.54550788854726,-1.85423434423492,-1.57406952385009,-2.3255421382447,-1.26280451892761,-1.81812215009708,20.79,2.05,-0.726,-1.85,-2.05,1.59,-0.543014981,-1.891492533,-0.785583109,-1.714968587,-0.817173266,-2.013300721,-1.059741394,-1.836776775,TRUE,"f1","1stO",59,"f2","[56]",-0.292597639,0.00886654500000006,0.028797119,-0.247384678,-0.141351504,2.272130105,-0.276729046,0.038165459
220,20,"a",0.2,60,404,2,-1.296097239,-1.752079705,-1.76775140186625,-1.70631333660155,-1.82046176683245,-2.18769521330984,-1.60258196064545,-1.27458900062667,21.93,2.05,-0.992,-1.85,-2.05,1.78,-0.833093132,-1.797199577,-1.07712721,-1.622707833,-1.106224454,-1.921293416,-1.350258532,-1.746801672,FALSE,"null","null",404,"f2","[60]",-0.304097239,0.097920295,0.245213584,0.193216317,0.0780112550000001,2.194145657,-0.326429012,0.0190570750000001
220,22,"a",0.2,83,321,2,-0.113137527,-1.812605548,-0.353077830676266,-1.39118338462989,-0.648857760761463,-1.98759772168654,-0.680948728296086,-1.76202941473692,16.95,2.05,0.17,-1.85,-2.05,0.95,0.047664179,-1.783754137,-0.234550195,-1.681994385,-0.181569538,-1.977279079,-0.463783912,-1.875519327,FALSE,"null","null",321,"f3","[83]",-0.283137527,0.037394452,-0.342791272,0.090807125,-0.469782487,-0.224588083,-1.033524025,2.203397704
