x y
0.0 0.0
0.0 2.5
-0.5 0.7
-1.15375957466 0.587772140783
0.0922785132579 1.36297391866
0.071200575652 1.22617376119
-0.0585439234442 1.30571284676
0.0357254159379 1.02404186145
-0.209191352902 2.20729177748
-0.391687283425 1.72385217642
0.692371626225 1.29211282356
0.0838338907564 2.28746275414
0.450047818039 1.67943448312
-1.01137780651 1.20076257556
-0.880363499705 1.02950143616
-0.847686684909 1.18984306254
-0.993650689661 1.08964888406
-0.76071080122 1.03464867998
-1.47687050814 1.47566850692
-0.583585827914 0.790641913385
-0.19937599817 0.942995758365
-0.337399120952 0.797105313025
-0.550161281681 0.926454423639
-1.14508996128 0.608744485724
0.0328483300605 -0.034625853282
-0.166445450554 0.140177640052
0.187299001044 -0.865655915831
0.500046039223 0.201802810878
-0.15521165082 -0.814699530637
-0.399322046746 -0.414493304626
-0.526023243302 0.102403572906
0.58173764578 -0.858689675129
0.694587258682 -1.01155606292
-0.165374726702 -1.20083506599
-0.415977466649 -1.16047151365
0.609835766764 -0.738117063441
0.320945284585 -1.58892389809
0.105051111789 -0.512763450646
0.61200070486 -1.17618846016
-0.0821377708053 -1.87808021815
-0.306611664868 -1.69677296541
-0.554643966848 -2.38219410573
-0.185492981338 -2.87227753013
-0.910425742268 -2.16791955952
-0.0462998298435 -2.66665518848
-0.82492872725 -1.77020758878
-1.03526897297 -1.76302589474
-0.438109624392 -0.990620480246
0.148565073186 -2.49411998718
-0.785134136637 -1.93093203927
0.300408044845 -1.44772226771
0.592918863059 -1.93612874564
-0.57504053959 -1.46172306104
0.0483719782261 -1.32974490119
-0.430291316244 -2.4788353698
-0.641331803975 -2.33444493342
0.792071555948 -2.056399926
-0.402580944327 -2.48535482305
-0.375124576261 -2.73311559804
-0.178545952466 -0.980176030547
0.740574174872 -2.26871335617
0.489861479465 -2.27698129944
-0.767136985377 -1.85881692161
0.594491291928 -1.73901747574
0.605484170586 -2.10934445509
0.612457261541 -1.96720592148
-0.0908807364466 -2.66741746502
0.358164802325 -2.30668762043
-0.753307138383 -2.25035745772
-0.641311414237 -2.34442060562
-0.251383475444 -2.47712799935
-0.142169446131 -0.996739329781
-0.416088495782 -2.72063373905
-0.501389731317 -2.69586895052
-0.659996284794 -1.77796819915
-0.000689051384537 -0.935183040611
-0.456605623485 -1.40246557923
-0.737280518164 -2.26391915365
